code,descr,status,picref,catalog1,catalog2,price1,price2,price3,price4,buy1,buy2,buy3,buy4,oldprice1,oldprice2,oldprice3,oldprice4,catgDisplayNum,info
ec02009,"07.04.02 70 Years the Israel Trade Fairs & Convention Center - Tel Aviv-Yafo","1 In Stock",pic.php?ID=ec02009,,,1.00,,,,cart2.php?Action=Add&Prod=ec02009&Which=Price,,,,,,,,4,
ec02010,"08.04.02 The Third International Conference the Legacy of Holocaust Survivors - Jerusalem","3 In Stock",pic.php?ID=ec02010,,,1.10,,,,cart2.php?Action=Add&Prod=ec02010&Which=Price,,,,,,,,4,
ec02011,"10.04.02 Memorial Day - Kefar Yona (First Day Cancel)","3 In Stock",pic.php?ID=ec02011,,,1.00,,,,cart2.php?Action=Add&Prod=ec02011&Which=Price,,,,,,,,4,
ec02012,"10.04.02 50 Years 'Ilan' - Tel Aviv-Yafo (First Day Cancel)","3 In Stock",pic.php?ID=ec02012,,,1.00,,,,cart2.php?Action=Add&Prod=ec02012&Which=Price,,,,,,,,4,
ec02013,"10.04.02 'Hakhel Le Yisrael' - Jerusalem (First Day Cancel)","3 In Stock",pic.php?ID=ec02013,,,1.20,,,,cart2.php?Action=Add&Prod=ec02013&Which=Price,,,,,,,,4,
ec02014,"10.04.02 Historians - Jerusalem (First Day Cancel)","3 In Stock",pic.php?ID=ec02014,,,1.20,,,,cart2.php?Action=Add&Prod=ec02014&Which=Price,,,,,,,,4,
ec02015,"16.04.02 Rosh Pinna 120 Years - Rosh Pinna","3 In Stock",pic.php?ID=ec02015,,,1.00,,,,cart2.php?Action=Add&Prod=ec02015&Which=Price,,,,,,,,4,
ec02016,"21.4.02 Zim Mediterranean Maiden Voyage - Haifa","2 In Stock",pic.php?ID=ec02016,,,1.50,,,,cart2.php?Action=Add&Prod=ec02016&Which=Price,,,,,,,,4,
ec02017,"24.05.02 Inauguration 'Achdut Bridge' - Netanya","2 In Stock",pic.php?ID=ec02017,,,1.30,,,,cart2.php?Action=Add&Prod=ec02017&Which=Price,,,,,,,,4,
ec02018,"13.06.02 Jubilee of Israel Atomic Energy Commission - Tel Aviv-Yafo","3 In Stock",pic.php?ID=ec02018,,,1.30,,,,cart2.php?Action=Add&Prod=ec02018&Which=Price,,,,,,,,4,
ec02019,"17.06.02 34th Zionist Congress - Jerusalem","2 In Stock",pic.php?ID=ec02019,,,1.20,,,,cart2.php?Action=Add&Prod=ec02019&Which=Price,,,,,,,,4,
ec02020,"18.06.02 Geology of the Land of Israel - Mizpe Ramon (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec02020,,,1.50,,,,,,,,,,,,4,
ec02021,"18.06.02 Buildings & Historic Sites, Hatsar Kinneret - Emeq Hayarden (Mobile Post & First Day Cancel)","Temp. Sold Out",pic.php?ID=ec02021,,,1.30,,,,,,,,,,,,4,
ec02022,"18.06.02 Cable Cars. Menara Cliff, Rosh Haniqra - Qiryat Shemona (First Day Cancel)","2 In Stock",pic.php?ID=ec02022,,,1.80,,,,cart2.php?Action=Add&Prod=ec02022&Which=Price,,,,,,,,4,
ec02023,"18.06.02 Cable Cars. Masada, Haifa - Yam Hamelah (Mobile Post & First Day Cancel)","2 In Stock",pic.php?ID=ec02023,,,1.80,,,,cart2.php?Action=Add&Prod=ec02023&Which=Price,,,,,,,,4,
ec02024,"04.07.02 The Olympic Committee of Israel Jubilee - Tel Aviv-Yafo","3 In Stock",pic.php?ID=ec02024,,,1.50,,,,cart2.php?Action=Add&Prod=ec02024&Which=Price,,,,,,,,4,
ec02025,"14.07.02 Israel Space Industries Day - Ben-Gurion Airport","2 In Stock",pic.php?ID=ec02025,,,2.60,,,,cart2.php?Action=Add&Prod=ec02025&Which=Price,,,,,,,,4,
ec02026,"23.07.02 Ramat Gan 80 Years - Ramat Gan","3 In Stock",pic.php?ID=ec02026,,,1.00,,,,cart2.php?Action=Add&Prod=ec02026&Which=Price,,,,,,,,4,
ec02027,"02.08.02 Greetings from Israel's Philatelists 'Philakorea 2002' - Tel Aviv-Yafo","Temp. Sold Out",pic.php?ID=ec02027,,,1.20,,,,,,,,,,,,4,
ec02028,"27.08.02 New Year 5763 Festivals - Rishon Leziyyon (First Day Cancel)","2 In Stock",pic.php?ID=ec02028,,,1.00,,,,cart2.php?Action=Add&Prod=ec02028&Which=Price,,,,,,,,4,
ec02029,"27.08.02 Rehavam Ze'evy Gandi - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec02029,,,1.20,,,,cart2.php?Action=Add&Prod=ec02029&Which=Price,,,,,,,,4,
ec02030,"27.08.02 Spinoza - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec02030,,,1.20,,,,cart2.php?Action=Add&Prod=ec02030&Which=Price,,,,,,,,4,
ec02031,"27.08.02 Buildings & Historic Sites, Kaddori School - Kefar Tavor (First Day Cancel)","2 In Stock",pic.php?ID=ec02031,,,1.50,,,,cart2.php?Action=Add&Prod=ec02031&Which=Price,,,,,,,,4,
ec02032,"27.08.02 Birds of Jordan Valley - Emeq Hayarden (Mobile Post & First Day Cancel)","2 In Stock",pic.php?ID=ec02032,,,2.20,,,,cart2.php?Action=Add&Prod=ec02032&Which=Price,,,,,,,,4,
ec02033,"02.09.02 30 Years Since the Mudrer of 11 Israeli Sportsmen at the Minchen 1972 - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec02033,,,2.20,,,,cart2.php?Action=Add&Prod=ec02033&Which=Price,,,,,,,,4,
ec02034,"30.10.02 Inauguration of the Exhibition at Jabotinsky Institute - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec02034,,,1.10,,,,cart2.php?Action=Add&Prod=ec02034&Which=Price,,,,,,,,4,
ec02035,"31.10.02 '85 Years since the Be'er Sheva and the Negev Battle - First World War' Exhibition - Be'er Sheva","2 In Stock",pic.php?ID=ec02035,,,1.00,,,,cart2.php?Action=Add&Prod=ec02035&Which=Price,,,,,,,,4,
ec02036,"04.11.02 Telecom Israel 2002 - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec02036,,,1.20,,,,cart2.php?Action=Add&Prod=ec02036&Which=Price,,,,,,,,4,
ec02037,"17.11.02 Israel National Commission for UNESCO, Tolerance Day - Jerusalem","2 In Stock",pic.php?ID=ec02037,,,1.30,,,,cart2.php?Action=Add&Prod=ec02037&Which=Price,,,,,,,,4,
ec02038,"25.11.02 Israel National Commission for UNESCO, Elimination of Violence Against Women Day - Jerusalem","1 In Stock",pic.php?ID=ec02038,,,1.30,,,,cart2.php?Action=Add&Prod=ec02038&Which=Price,,,,,,,,4,
ec02039,"26.11.02 The Menorah - Jerusalem (First Day Cancel)","1 In Stock",pic.php?ID=ec02039,,,1.00,,,,cart2.php?Action=Add&Prod=ec02039&Which=Price,,,,,,,,4,
ec02040,"26.11.02 Political Journalists - Jerusalem (First Day Cancel)","1 In Stock",pic.php?ID=ec02040,,,1.20,,,,cart2.php?Action=Add&Prod=ec02040&Which=Price,,,,,,,,4,
ec02041,"26.11.02 Philately Day, Children's Games - Tel Aviv-Yafo (First Day Cancel)","1 In Stock",pic.php?ID=ec02041,,,1.30,,,,cart2.php?Action=Add&Prod=ec02041&Which=Price,,,,,,,,4,
ec02042,"29.11.02 30 Years of the Soldier's Comlaints Commissioner's Office - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec02042,,,1.00,,,,cart2.php?Action=Add&Prod=ec02042&Which=Price,,,,,,,,4,
ec02043,"03.12.02 16th Philatelic Conference - Tel Aviv-Yafo","1 In Stock",pic.php?ID=ec02043,,,1.20,,,,cart2.php?Action=Add&Prod=ec02043&Which=Price,,,,,,,,4,
ec02044,"10.12.02 Human Rights Day Israel National Commission for UNESCO - Jerusalem","2 In Stock",pic.php?ID=ec02044,,,1.50,,,,cart2.php?Action=Add&Prod=ec02044&Which=Price,,,,,,,,4,
ec02045,"24.12.02 Christmas Noel - Nazareth","Temp. Sold Out",pic.php?ID=ec02045,,,2.60,,,,,,,,,,,,4,
ec02046,"24.12.02 Christmas Noel - Jerusalem","1 In Stock",pic.php?ID=ec02046,,,2.60,,,,cart2.php?Action=Add&Prod=ec02046&Which=Price,,,,,,,,4,
ec03001,"16.01.03 Launch of the First Israeli Astronaut into Space - Ben Gurion Airport","3 In Stock",pic.php?ID=ec03001,,,2.60,,,,cart2.php?Action=Add&Prod=ec03001&Which=Price,,,,,,,,4,
ec03002,"11.02.03 Yeshivot Hahesder - Yavne (First Day Cancel)","2 In Stock",pic.php?ID=ec03002,,,1.00,,,,cart2.php?Action=Add&Prod=ec03002&Which=Price,,,,,,,,4,
ec03003,"11.02.03 Monument for the Victims of Hostile Acts - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03003,,,1.00,,,,cart2.php?Action=Add&Prod=ec03003&Which=Price,,,,,,,,4,
ec03004,"11.02.03 September 11 - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03004,,,1.20,,,,cart2.php?Action=Add&Prod=ec03004&Which=Price,,,,,,,,4,
ec03005,"11.02.03 The Menorah - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03005,,,1.00,,,,cart2.php?Action=Add&Prod=ec03005&Which=Price,,,,,,,,4,
ec03006,"11.02.03 100 Years Since the Wright Brothers' Flight - Ben-Gurion Airport (First Day Cancel)","1 In Stock",pic.php?ID=ec03006,,,2.60,,,,cart2.php?Action=Add&Prod=ec03006&Which=Price,,,,,,,,4,
ec03007,"04.03.03 Jubilee of the Founding of Yeshivat Kerem B'Yavneh - Yavne","2 In Stock",pic.php?ID=ec03007,,,1.00,,,,cart2.php?Action=Add&Prod=ec03007&Which=Price,,,,,,,,4,
ec03008,"06.03.03 Israel Police Force Decoration Ceremony - Jerusalem","3 In Stock",pic.php?ID=ec03008,,,1.10,,,,cart2.php?Action=Add&Prod=ec03008&Which=Price,,,,,,,,4,
ec03009,"09.03.03 International Women's Day Israel National Commission for UNESCO - Jerusalem","3 In Stock",pic.php?ID=ec03009,,,1.30,,,,cart2.php?Action=Add&Prod=ec03009&Which=Price,,,,,,,,4,
ec03010,"21.03.03 Interanational Year of Fresh Water, Israel National Commission for UNESCO - Jerusalem","2 In Stock",pic.php?ID=ec03010,,,1.30,,,,cart2.php?Action=Add&Prod=ec03010&Which=Price,,,,,,,,4,
ec03011,"06.04.03 International Congress 100 Years Since the Kishinev Pogrom - Jerusalem","2 In Stock",pic.php?ID=ec03011,,,1.00,,,,cart2.php?Action=Add&Prod=ec03011&Which=Price,,,,,,,,4,
ec03012,"27.04.03 Ya'akov Meridor - Binyamina (First Day Cancel)","2 In Stock",pic.php?ID=ec03012,,,1.10,,,,cart2.php?Action=Add&Prod=ec03012&Which=Price,,,,,,,,4,
ec03013,"27.04.03 Sheikh Ameen Tarif - Julis (First Day Cancel)","2 In Stock",pic.php?ID=ec03013,,,1.10,,,,cart2.php?Action=Add&Prod=ec03013&Which=Price,,,,,,,,4,
ec03014,"27.04.03 Memorial Day - Hare Yehuda (Mobile Post & First Day Cancel)","2 In Stock",pic.php?ID=ec03014,,,1.20,,,,cart2.php?Action=Add&Prod=ec03014&Which=Price,,,,,,,,4,
ec03015,"27.04.03 Holocaust Memorial Day - Holon (First Day Cancel)","2 In Stock",pic.php?ID=ec03015,,,1.10,,,,cart2.php?Action=Add&Prod=ec03015&Which=Price,,,,,,,,4,
ec03016,"27.04.03 From Yemen to Zion 1881 - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03016,,,1.00,,,,cart2.php?Action=Add&Prod=ec03016&Which=Price,,,,,,,,4,
ec03017,"27.04.03 Israel 55 Years of Independence - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03017,,,1.10,,,,cart2.php?Action=Add&Prod=ec03017&Which=Price,,,,,,,,4,
ec03018,"27.04.03 Israel Aircraft Industries 50 Years - Lod (First Day Cancel)","1 In Stock",pic.php?ID=ec03018,,,1.20,,,,cart2.php?Action=Add&Prod=ec03018&Which=Price,,,,,,,,4,
ec03019,"27.04.03 Greetings - Zefat (First Day Cancel)","2 In Stock",pic.php?ID=ec03019,,,1.00,,,,cart2.php?Action=Add&Prod=ec03019&Which=Price,,,,,,,,4,
ec03020,"27.04.03 Ya'akov Dori - Tel Aviv-Yafo (First Day Cancel)","1 In Stock",pic.php?ID=ec03020,,,1.10,,,,cart2.php?Action=Add&Prod=ec03020&Which=Price,,,,,,,,4,
ec03021,"29.04.03 Warsaw Ghetto Uprising 60 Years - Lohame Ha-Getaot","2 In Stock",pic.php?ID=ec03021,,,1.20,,,,cart2.php?Action=Add&Prod=ec03021&Which=Price,,,,,,,,4,
ec03022,"21.05.03 The Inauguration of the Camella Botnar Surgical Building - Be'er Sheva","1 In Stock",pic.php?ID=ec03022,,,1.20,,,,cart2.php?Action=Add&Prod=ec03022&Which=Price,,,,,,,,4,
ec03023,"15.06.03 75 Years of the Israel Football Association - Tel Aviv-Yafo","4 In Stock",pic.php?ID=ec03023,,,2.00,,,,cart2.php?Action=Add&Prod=ec03023&Which=Price,,,,,,,,4,
ec03024,"19.06.03 Beith Yatziv 50 Years - Be'er Sheva","2 In Stock",pic.php?ID=ec03024,,,1.00,,,,cart2.php?Action=Add&Prod=ec03024&Which=Price,,,,,,,,4,
ec03025,"24.06.03 Givat Ada Centenary - Givat Ada (First Day Cancel)","2 In Stock",pic.php?ID=ec03025,,,1.00,,,,cart2.php?Action=Add&Prod=ec03025&Which=Price,,,,,,,,4,
ec03026,"24.06.03 Israel's Flag - Ness Ziona (First Day Cancel)","2 In Stock",pic.php?ID=ec03026,,,1.20,,,,cart2.php?Action=Add&Prod=ec03026&Which=Price,,,,,,,,4,
ec03027,"24.06.03 Kfar Saba Centenary - Kfar Saba (First Day Cancel)","2 In Stock",pic.php?ID=ec03027,,,1.00,,,,cart2.php?Action=Add&Prod=ec03027&Which=Price,,,,,,,,4,
ec03028,"24.06.03 Atlit Centenary - Atlit (First Day Cancel)","2 In Stock",pic.php?ID=ec03028,,,1.00,,,,cart2.php?Action=Add&Prod=ec03028&Which=Price,,,,,,,,4,
ec03029,"24.06.03 Greetings - Tel Aviv-Yafo (First Day Cancel)","1 In Stock",pic.php?ID=ec03029,,,1.00,,,,cart2.php?Action=Add&Prod=ec03029&Which=Price,,,,,,,,4,
ec03030,"24.06.03 'Otzar Hashilton Hamekomi' 50 Years - Tel Aviv-Yafo","3 In Stock",pic.php?ID=ec03030,,,1.00,,,,cart2.php?Action=Add&Prod=ec03030&Which=Price,,,,,,,,4,
ec03031,"01.07.03 Ness Ziona 120 Years - Ness Ziona","2 In Stock",pic.php?ID=ec03031,,,1.00,,,,cart2.php?Action=Add&Prod=ec03031&Which=Price,,,,,,,,4,
ec03032,"09.07.03 Avshalom Institute Land of Israel Studies 50 Years - Tel Aviv-Yafo","1 In Stock",pic.php?ID=ec03032,,,1.20,,,,cart2.php?Action=Add&Prod=ec03032&Which=Price,,,,,,,,4,
ec03033,"08.09.03 International Literacy Day, Israel National Commission for UNESCO - Jerusalem","3 In Stock",pic.php?ID=ec03033,,,1.50,,,,cart2.php?Action=Add&Prod=ec03033&Which=Price,,,,,,,,4,
ec03034,"09.09.03 Armenian Ceramics in Jerusalem - Jerusalem (First Day Cancel)","2 In Stock",pic.php?ID=ec03034,,,1.50,,,,cart2.php?Action=Add&Prod=ec03034&Which=Price,,,,,,,,4,
ec03035,"09.09.03 Yad Vashem 50 Years - Jerusalem (First Day Cancel)","1 In Stock",pic.php?ID=ec03035,,,1.30,,,,cart2.php?Action=Add&Prod=ec03035&Which=Price,,,,,,,,4,
ec03036,"09.09.03 New Year 5764 Festivals - Zefat (First Day Cancel)","2 In Stock",pic.php?ID=ec03036,,,1.00,,,,cart2.php?Action=Add&Prod=ec03036&Which=Price,,,,,,,,4,
ec03037,"05.10.03 International Teachers' day, Israel National Commission for UNESCO - Jerusalem","3 In Stock",pic.php?ID=ec03037,,,1.50,,,,cart2.php?Action=Add&Prod=ec03037&Which=Price,,,,,,,,4,
ec03038,"05.10.03 Greetings from Israel's Philatelists 'Bangkok 2003' - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec03038,,,1.20,,,,cart2.php?Action=Add&Prod=ec03038&Which=Price,,,,,,,,4,
ec03039,"13.10.03 ITU Telecom World 2003 Israel Day - Tel Aviv-Yafo","3 In Stock",pic.php?ID=ec03039,,,1.20,,,,cart2.php?Action=Add&Prod=ec03039&Which=Price,,,,,,,,4,
ec03040,"20.10.03 Jubilee of the Masonic Grand Lodge the State of Israel - Jerusalem","3 In Stock",pic.php?ID=ec03040,,,4.00,,,,cart2.php?Action=Add&Prod=ec03040&Which=Price,,,,,,,,4,
ec03041,"21.10.03 55 Years since the Liberation of Be'er-Sheva - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec03041,,,1.00,,,,cart2.php?Action=Add&Prod=ec03041&Which=Price,,,,,,,,4,
ec03042,"03.11.03 The Ninth 'Olive' Festival - Akko","3 In Stock",pic.php?ID=ec03042,,,1.20,,,,cart2.php?Action=Add&Prod=ec03042&Which=Price,,,,,,,,4,
ec03043,"04.11.03 Yehoshua Hankin - Afula (First Day Cancel)","2 In Stock",pic.php?ID=ec03043,,,1.20,,,,cart2.php?Action=Add&Prod=ec03043&Which=Price,,,,,,,,4,
ec03044,"09.11.03 65 Years after 'Kristallnacht' - Jerusalem","3 In Stock",pic.php?ID=ec03044,,,1.50,,,,cart2.php?Action=Add&Prod=ec03044&Which=Price,,,,,,,,4,
ec03045,"17.11.03 90 Years, The American Jewish Joint Distribution Committee - Jerusalem","2 In Stock",pic.php?ID=ec03045,,,1.10,,,,cart2.php?Action=Add&Prod=ec03045&Which=Price,,,,,,,,4,
ec03046,"20.11.03 International Child's Day, Israel National Commission for UNESCO, Unicef - Jerusalem","2 In Stock",pic.php?ID=ec03046,,,1.50,,,,cart2.php?Action=Add&Prod=ec03046&Which=Price,,,,,,,,4,
ec03047,"01.12.03 World AIDS Day, Israel National Commission for UNESCO - Jerusalem","4 In Stock",pic.php?ID=ec03047,,,1.30,,,,cart2.php?Action=Add&Prod=ec03047&Which=Price,,,,,,,,4,
ec03048,"09.12.03 The First 'Aliya' the Second 'Aliya' - Zikhron Ya'aqov (First Day Cancel)","1 In Stock",pic.php?ID=ec03048,,,1.30,,,,cart2.php?Action=Add&Prod=ec03048&Which=Price,,,,,,,,4,
ec03049,"09.12.03 Aharon David Gordon - Petah Tiqwa (First Day Cancel)","2 In Stock",pic.php?ID=ec03049,,,1.20,,,,cart2.php?Action=Add&Prod=ec03049&Which=Price,,,,,,,,4,
ec03050,"09.12.03 Emile Habiby - Haifa (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec03050,,,1.10,,,,,,,,,,,,4,
ec03051,"09.12.03 Children and Wheels - Tel Aviv-Yafo (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec03051,,,1.50,,,,,,,,,,,,4,
ec03052,"16.12.03 2nd 'Or Yarok' Road Safety Convention - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec03052,,,1.20,,,,cart2.php?Action=Add&Prod=ec03052&Which=Price,,,,,,,,4,
ec03053,"23.12.03 17th Philatelic Conference - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec03053,,,1.30,,,,cart2.php?Action=Add&Prod=ec03053&Which=Price,,,,,,,,4,
ec03054,"24.12.03 Christmas Noel - Jerusalem","Temp. Sold Out",pic.php?ID=ec03054,,,2.60,,,,,,,,,,,,4,
ec03055,"24.12.03 Christmas Noel - Nazareth","1 In Stock",pic.php?ID=ec03055,,,2.60,,,,cart2.php?Action=Add&Prod=ec03055&Which=Price,,,,,,,,4,
ec03056,"25.12.03 25 Years Project Renewal - Jerusalem","2 In Stock",pic.php?ID=ec03056,,,1.00,,,,cart2.php?Action=Add&Prod=ec03056&Which=Price,,,,,,,,4,
ec03057,"25.12.03 The Hebrew Reali School Haifa 90 Years Founded 1913 - Haifa","2 In Stock",pic.php?ID=ec03057,,,1.00,,,,cart2.php?Action=Add&Prod=ec03057&Which=Price,,,,,,,,4,
ec03058,"28.12.03 Tikvatenu Youth Centers 50 Years - Jerusalem","1 In Stock",pic.php?ID=ec03058,,,1.00,,,,cart2.php?Action=Add&Prod=ec03058&Which=Price,,,,,,,,4,
ec03059,"30.12.03 10 Years Israel-Holy See Fundamental Agreement - Jerusalem","2 In Stock",pic.php?ID=ec03059,,,1.10,,,,cart2.php?Action=Add&Prod=ec03059&Which=Price,,,,,,,,4,
ec04001,"06.01.04 Yitzhak Rabin Highway 6 Inauguration - Rosh Ha'ayin","2 In Stock",pic.php?ID=ec04001,,,1.30,,,,cart2.php?Action=Add&Prod=ec04001&Which=Price,,,,,,,,4,
ec04002,"30.01.04 Red Sea Fishes - Eilat (First Day Cancel)","1 In Stock",pic.php?ID=ec04002,,,2.20,,,,cart2.php?Action=Add&Prod=ec04002&Which=Price,,,,,,,,4,
ec04003,"18.02.04 Netanya celebrates 75 Years - Netanya","1 In Stock",pic.php?ID=ec04003,,,1.00,,,,cart2.php?Action=Add&Prod=ec04003&Which=Price,,,,,,,,4,
ec04004,"19.02.04 ATM Postage Labels - Netanya (First Day Machine Labels Cancel)","1 In Stock",pic.php?ID=ec04004,,,1.20,,,,cart2.php?Action=Add&Prod=ec04004&Which=Price,,,,,,,,4,
ec04005,"23.02.04 'Emek' Medical Center 80 years - Afula","Temp. Sold Out",pic.php?ID=ec04005,,,1.20,,,,,,,,,,,,4,
ec04006,"23.02.04 International Police Association 40 Years - Tel Aviv","1 In Stock",pic.php?ID=ec04006,,,1.20,,,,cart2.php?Action=Add&Prod=ec04006&Which=Price,,,,,,,,4,
ec04007,"24.02.04 Historians - Jerusalem (First Day Cancel)","1 In Stock",pic.php?ID=ec04007,,,1.30,,,,cart2.php?Action=Add&Prod=ec04007&Which=Price,,,,,,,,4,
ec04008,"24.02.04 Ilan Ramon ISA - Nahalal (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04008,,,2.60,,,,,,,,,,,,4,
ec04009,"24.02.04 Menachem Begin Heritage Center in Jerusalem - Jerusalem (First Day Cancel)","1 In Stock",pic.php?ID=ec04009,,,1.50,,,,cart2.php?Action=Add&Prod=ec04009&Which=Price,,,,,,,,4,
ec04010,"23.03.04 30 Years Volunteering to the Civil Guard - Jerusalem","1 In Stock",pic.php?ID=ec04010,,,1.00,,,,cart2.php?Action=Add&Prod=ec04010&Which=Price,,,,,,,,4,
ec04011,"20.04.04 Memorial Day - Jerusalem (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04011,,,1.00,,,,,,,,,,,,4,
ec04012,"29.04.04 Euroleague Final four - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec04012,,,2.20,,,,cart2.php?Action=Add&Prod=ec04012&Which=Price,,,,,,,,4,
ec04013,"29.04.04 The Jerusalem Botanical Gardens 50 Years - Jerusalem","1 In Stock",pic.php?ID=ec04013,,,1.50,,,,cart2.php?Action=Add&Prod=ec04013&Which=Price,,,,,,,,4,
ec04014,"03.05.04 FIFA 100 Years, Federation Internationale de Football Association - Jerusalem (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04014,,,2.60,,,,,,,,,,,,4,
ec04015,"03.05.04 UEFA 50 Years to European Football Association - Ramat Gan (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04015,,,2.00,,,,,,,,,,,,4,
ec04016,"03.05.04 Ottoman Clock Towers in Israel - Tel Aviv-Yafo (First Day Cancel)","1 In Stock",pic.php?ID=ec04016,,,1.80,,,,cart2.php?Action=Add&Prod=ec04016&Which=Price,,,,,,,,4,
ec04017,"03.05.04 Stamp Exhibition 'Telabul 2004' - Tel Aviv-Yafo (First Day Machine Labels Cancel)","1 In Stock",pic.php?ID=ec04017,,,1.50,,,,cart2.php?Action=Add&Prod=ec04017&Which=Price,,,,,,,,4,
ec04018,"03.05.04 Stamp Exhibition 'Telabul 2004' Opening Day - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec04018,,,1.50,,,,cart2.php?Action=Add&Prod=ec04018&Which=Price,,,,,,,,4,
ec04019,"04.05.04 Stamp Exhibition 'Telabul 2004' Portugal Day - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec04019,,,1.50,,,,cart2.php?Action=Add&Prod=ec04019&Which=Price,,,,,,,,4,
ec04020,"05.05.04 Stamp Exhibition 'Telabul 2004' Spain Day - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec04020,,,1.50,,,,cart2.php?Action=Add&Prod=ec04020&Which=Price,,,,,,,,4,
ec04021,"06.05.04 Stamp Exhibition 'Telabul 2004' Holy Land Philately Day - Tel Aviv-Yafo","2 In Stock",pic.php?ID=ec04021,,,1.30,,,,cart2.php?Action=Add&Prod=ec04021&Which=Price,,,,,,,,4,
ec04022,"09.05.04 50 Years 'Mazra' Medical Center - Akko","1 In Stock",pic.php?ID=ec04022,,,1.00,,,,cart2.php?Action=Add&Prod=ec04022&Which=Price,,,,,,,,4,
ec04023,"09.05.04 Day in Honor of the Military Reserve Troops - Jerusalem","1 In Stock",pic.php?ID=ec04023,,,1.00,,,,cart2.php?Action=Add&Prod=ec04023&Which=Price,,,,,,,,4,
ec04024,"09.05.04 Day in Honor of the Military Reserve Troops - Tel Aviv-Yafo","1 In Stock",pic.php?ID=ec04024,,,1.00,,,,cart2.php?Action=Add&Prod=ec04024&Which=Price,,,,,,,,4,
ec04025,"20.05.04 Centennial of the Great Synagogue of Roma - Jerusalem (First Day Joint Cancel)","Temp. Sold Out",pic.php?ID=ec04025,,,1.20,,,,,,,,,,,,4,
ec04026,"23.05.04 77 Years Ben Shemen Youth Village - Lod","1 In Stock",pic.php?ID=ec04026,,,1.00,,,,cart2.php?Action=Add&Prod=ec04026&Which=Price,,,,,,,,4,
ec04027,"23.05.04 Greetings from Israel's Philatelists 'ESPANA 2004' - Tel Aviv-Yafo","Temp. Sold Out",pic.php?ID=ec04027,,,1.20,,,,,,,,,,,,4,
ec04028,"31.05.04 Bnei Brak 80 Years - Bnei Brak","1 In Stock",pic.php?ID=ec04028,,,1.00,,,,cart2.php?Action=Add&Prod=ec04028&Which=Price,,,,,,,,4,
ec04029,"10.06.04 Mishan Bet-Apple Children's Village Jubilee Year - Gan Yavne","1 In Stock",pic.php?ID=ec04029,,,1.00,,,,cart2.php?Action=Add&Prod=ec04029&Which=Price,,,,,,,,4,
ec04030,"16.06.04 Menachem Begin Heritage Center Inauguration - Jerusalem","1 In Stock",pic.php?ID=ec04030,,,1.30,,,,cart2.php?Action=Add&Prod=ec04030&Which=Price,,,,,,,,4,
ec04031,"20.06.04 The Jewish Agency for Israel 75 Years - Jerusalem","1 In Stock",pic.php?ID=ec04031,,,1.00,,,,cart2.php?Action=Add&Prod=ec04031&Which=Price,,,,,,,,4,
ec04032,"30.06.04 The Technological College of Be'er Sheva 50 Years - Be'er Sheva","1 In Stock",pic.php?ID=ec04032,,,1.00,,,,cart2.php?Action=Add&Prod=ec04032&Which=Price,,,,,,,,4,
ec04033,"06.07.04 Theodor Herzl 1860-1904 - Jerusalem (First Day Joint Cancel)","1 In Stock",pic.php?ID=ec04033,,,1.50,,,,cart2.php?Action=Add&Prod=ec04033&Which=Price,,,,,,,,4,
ec04034,"06.07.04 National Insurance Institute of Israel 50 Years - Jerusalem (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04034,,,1.00,,,,,,,,,,,,4,
ec04035,"06.07.04 Olympic Games Athens 2004 - Tel Aviv-Yafo (First Day Cancel)","Temp. Sold Out",pic.php?ID=ec04035,,,2.20,,,,,,,,,,,,4,
ec04036,"12.07.04 70 Years the National Workers' Organization - Tel Aviv-Yafo","3 In Stock",pic.php?ID=ec04036,,,1.00,,,,cart2.php?Action=Add&Prod=ec04036&Which=Price,,,,,,,,4,
